% Microphone calibration data for Earthworks M23 (SN 2298J)
% Earthworks calibration data, Dec-2018
% Original data from Tod Davis <tod@earthworksaudio.com> (19.12.2018)


name = Earthworks M23 (SN 2298J)
type = Microphone

% gain at 1000 Hz as specified in Earthworks certificate:
sensitivity = 31.9 mV/Pa

% Gain relative to sensitivity at 1 kHz:
% (column-1: frequency (Hz), column-2: gain (dB)
5.000	-2.97751395663981
10.000	0.032786
765.4139	0.032786
818.201	0.055624
870.9882	0.053576
950.1689	0.026837
1002.956	0.0
1082.137	-0.035618
1161.318	-0.040622
1240.498	-0.018824
1319.679	0.018123
1425.253	0.053682
1530.828	0.051086
1636.402	0.02182
1768.37	-0.011218
1873.944	-0.023861
2032.306	-0.03339
2164.274	-0.049936
2322.635	-0.07385
2480.997	-0.068201
2665.752	-0.016605
2850.507	0.020513
3061.655	0.055203
3272.804	0.096838
3510.346	0.108303
3774.282	0.097571
4038.218	0.086954
4328.547	0.043282
4645.27	0.034635
4961.993	-0.000506
5331.503	-0.046779
5701.014	-0.055982
6123.311	-0.040099
6572.002	-0.068972
7020.693	-0.174224
7548.564	-0.267559
8076.436	-0.190292
8657.095	-0.156606
9290.541	-0.201133
9950.38	-0.204841
10663.01	-0.02328
11428.42	0.175896
12246.62	0.122744
13117.61	0.432521
14067.78	0.503897
15070.73	0.488959
16152.87	0.546669
17314.19	0.370477
18554.69	0.437195
19900.76	0.373098
21326.01	0.277834
22856.84	0.39938
24493.24	0.478922
26261.61	0.603972
28135.56	0.724677
30167.86	0.631272
32332.14	0.390862
34628.38	-0.051036
37135.77	-0.6586277
39801.52	-1.6420493
42652.03	-2.4432752
45713.68	-3.189894
48986.49	-3.624407
